Center: x=250, y=250
Point 2386: x=295.941, y=444.652
Point 2387: x=114.507, y=397.111
Point 2388: x=406.403, y=125.348
Point 2389: x=426.01, y=155.024
Point 2390: x=63.581, y=177.558
Point 2391: x=291.38, y=445.672
Point 2392: x=123.548, y=404.951
Point 2393: x=52.601, y=217.847
Point 2394: x=402.577, y=379.307
Point 2395: x=442.494, y=195.723
Point 2396: x=210.278, y=446.016
Point 2397: x=58.393, y=307.33
Point 2398: x=112.323, y=104.931
Point 2399: x=188.125, y=59.812
Point 2400: x=94.007, y=124.836
Point 2401: x=440.264, y=311.642
Point 2402: x=356.286, y=80.58
Point 2403: x=268.743, y=449.12
Point 2404: x=202.352, y=55.759
Point 2405: x=377.739, y=403.892
Point 2406: x=256.695, y=449.888
Point 2407: x=421.716, y=147.464
Point 2408: x=50.997, y=230.055
Point 2409: x=398.023, y=115.504
Point 2410: x=440.755, y=189.895
Point 2411: x=52.792, y=283.302
Point 2412: x=436.311, y=322.72
Point 2413: x=51.84, y=277.063
Point 2414: x=398.43, y=384.047
Point 2415: x=424.397, y=152.094
Point 2416: x=378.05, y=403.633
Point 2417: x=449.492, y=235.753
Point 2418: x=50.485, y=236.078
Point 2419: x=441.935, y=193.779
Point 2420: x=141.045, y=417.717
Point 2421: x=246.728, y=449.973
Point 2422: x=222.497, y=448.1
Point 2423: x=53.473, y=287.11
Point 2424: x=399.362, y=383.008
Point 2425: x=67.795, y=167.53
Point 2426: x=314.059, y=60.537
Point 2427: x=58.128, y=193.563
Point 2428: x=186.191, y=439.548
Point 2429: x=342.137, y=72.487
Point 2430: x=391.47, y=391.372
Point 2431: x=78.272, y=352.516
Point 2432: x=183.763, y=61.287
Point 2433: x=236.64, y=449.553
Point 2434: x=68.284, y=333.543
Point 2435: x=357.051, y=418.938
Point 2436: x=391.664, y=391.178
Point 2437: x=425.949, y=345.09
Point 2438: x=194.762, y=57.779
Point 2439: x=430.825, y=164.547
Point 2440: x=157.896, y=427.53
Point 2441: x=123.503, y=95.085
Point 2442: x=409.725, y=370.366
Point 2443: x=116.84, y=100.774
Point 2444: x=66.56, y=170.315
Point 2445: x=51.016, y=229.864
Point 2446: x=313.949, y=439.501
Point 2447: x=440.427, y=311.137
Point 2448: x=389.018, y=106.215
Point 2449: x=396.161, y=386.517
Point 2450: x=224.391, y=51.646
Point 2451: x=430.852, y=335.396
Point 2452: x=89.288, y=130.955
Point 2453: x=449.985, y=252.48
Point 2454: x=402.794, y=120.949
Point 2455: x=133.359, y=87.535
Point 2456: x=430.837, y=335.428
Point 2457: x=228.796, y=448.873
Point 2458: x=119.888, y=401.891
Point 2459: x=443.294, y=198.644
Point 2460: x=83.325, y=360.541
Point 2461: x=74.333, y=154.39
Point 2462: x=135.267, y=86.182
Point 2463: x=147.621, y=421.81
Point 2464: x=115.313, y=397.849
Point 2465: x=441.767, y=306.794
Point 2466: x=319.262, y=62.376
Point 2467: x=361.955, y=84.271
Point 2468: x=345.113, y=425.936
Point 2469: x=71.524, y=340.256
Point 2470: x=371.095, y=90.827
Point 2471: x=127.182, y=407.847
Point 2472: x=257.481, y=50.14
Point 2473: x=179.48, y=437.155
Point 2474: x=66.17, y=328.783
Point 2475: x=61.61, y=317.151
Point 2476: x=397.205, y=114.609
Point 2477: x=375.435, y=405.776
Point 2478: x=321.448, y=436.803
Point 2479: x=449.441, y=235.056
Point 2480: x=132.869, y=87.888
Point 2481: x=448.668, y=226.952
Point 2482: x=160.491, y=71.148
Point 2483: x=406.056, y=124.914
Point 2484: x=395.278, y=112.543
Point 2485: x=447.286, y=282.839
Point 2486: x=66.027, y=171.553
Point 2487: x=62.834, y=179.511
Point 2488: x=88.258, y=367.642
Point 2489: x=234.474, y=50.604
Point 2490: x=433.084, y=169.5
Point 2491: x=257.417, y=50.138
Point 2492: x=97.518, y=379.419
Point 2493: x=387.066, y=395.647
Point 2494: x=449.614, y=262.422
Point 2495: x=391.025, y=391.816
Point 2496: x=363.845, y=85.564
Point 2497: x=63.214, y=321.492
Point 2498: x=372.17, y=408.349
Point 2499: x=87.754, y=366.946
Point 2500: x=409.892, y=129.856
Point 2501: x=176.262, y=64.089
Point 2502: x=437.842, y=318.667
Point 2503: x=155.894, y=73.523
Point 2504: x=57.58, y=195.461
Point 2505: x=247.943, y=50.011
Point 2506: x=336.464, y=69.656
Point 2507: x=115.433, y=102.042
Point 2508: x=349.52, y=423.481
Point 2509: x=385.042, y=102.475
Point 2510: x=244.083, y=50.088
Point 2511: x=262.022, y=449.638
Point 2512: x=417.562, y=359.193
Point 2513: x=58.409, y=192.616
Point 2514: x=441.542, y=307.545
Point 2515: x=180.717, y=437.616
Point 2516: x=435.048, y=325.876
Point 2517: x=425.756, y=345.446
Point 2518: x=57.27, y=303.434
Point 2519: x=347.636, y=424.549
Point 2520: x=448.766, y=227.814
Point 2521: x=308.792, y=58.836
Point 2522: x=425.789, y=345.384
Point 2523: x=407.852, y=372.812
Point 2524: x=447.659, y=280.514
Point 2525: x=368.853, y=89.146
Point 2526: x=310.192, y=59.273
Point 2527: x=179.96, y=62.665
Point 2528: x=399.7, y=382.627
Point 2529: x=309.792, y=440.853
Point 2530: x=92.04, y=372.673
Point 2531: x=148.87, y=422.548
Point 2532: x=435.712, y=175.763
Point 2533: x=171.205, y=66.176
Point 2534: x=57.853, y=194.506
Point 2535: x=325.766, y=435.093
Point 2536: x=51.636, y=275.526
Point 2537: x=77.284, y=149.157
Point 2538: x=113.271, y=395.963
Point 2539: x=400.473, y=381.75
Point 2540: x=65.981, y=171.661
Point 2541: x=441.015, y=190.727
Point 2542: x=439.96, y=312.572
Point 2543: x=50.023, y=253.034
Point 2544: x=204.226, y=444.691
Point 2545: x=362.772, y=415.174
Point 2546: x=261.854, y=449.648
Point 2547: x=52.675, y=217.396
Point 2548: x=195.779, y=57.49
Point 2549: x=182.384, y=61.777
Point 2550: x=69.634, y=336.417
Point 2551: x=363.649, y=85.428
Point 2552: x=50.625, y=234.2
Point 2553: x=269.719, y=449.026
Point 2554: x=270.167, y=51.019
Point 2555: x=50.021, y=247.099
Point 2556: x=345.503, y=425.725
Point 2557: x=449.114, y=268.801
Point 2558: x=50.184, y=241.434
Point 2559: x=446.433, y=287.603
Point 2560: x=441.179, y=191.257
Point 2561: x=426.314, y=344.411
Point 2562: x=178.261, y=436.691
Point 2563: x=60.328, y=313.439
Point 2564: x=105.972, y=111.234
Point 2565: x=335.003, y=431.037
Point 2566: x=409.102, y=128.812
Point 2567: x=309.957, y=440.801
Point 2568: x=148.963, y=422.602
Point 2569: x=124.609, y=94.189
Point 2570: x=95.556, y=122.929
Point 2571: x=50.356, y=261.92
Point 2572: x=435.563, y=175.391
Point 2573: x=117.081, y=100.559
Point 2574: x=447.595, y=219.077
Point 2575: x=449.556, y=263.319
Point 2576: x=447.902, y=278.89
Point 2577: x=51.806, y=223.181
Point 2578: x=101.948, y=115.536
Point 2579: x=78.862, y=353.497
Point 2580: x=281.075, y=52.429
Point 2581: x=233.925, y=449.353
Point 2582: x=100.988, y=383.399
Point 2583: x=194.616, y=57.821
Point 2584: x=301.369, y=56.71
Point 2585: x=217.869, y=447.402
Point 2586: x=62.96, y=179.175
Point 2587: x=153.745, y=74.686
Point 2588: x=60.19, y=186.976
Point 2589: x=311.489, y=59.687
Point 2590: x=402.803, y=379.039
Point 2591: x=241.049, y=449.8
Point 2592: x=62.458, y=180.517
Point 2593: x=449.661, y=261.635
Point 2594: x=149.216, y=422.75
Point 2595: x=273.83, y=448.575
Point 2596: x=426.239, y=344.551
Point 2597: x=446.293, y=288.329
Point 2598: x=408.708, y=371.704
Point 2599: x=433.407, y=329.761
Point 2600: x=443.778, y=299.496
Point 2601: x=448.935, y=229.391
Point 2602: x=214.631, y=53.152
Point 2603: x=448.456, y=225.199
Point 2604: x=311.113, y=440.434
Point 2605: x=65.863, y=171.94
Point 2606: x=239.69, y=50.266
Point 2607: x=55.465, y=296.433
Point 2608: x=50.07, y=255.287
Point 2609: x=428.358, y=159.51
Point 2610: x=88.687, y=368.229
Point 2611: x=242.944, y=50.125
Point 2612: x=238.839, y=50.312
Point 2613: x=91.237, y=371.631
Point 2614: x=136.321, y=85.449
Point 2615: x=139.02, y=83.617
Point 2616: x=261.57, y=50.335
Point 2617: x=264.668, y=50.539
Point 2618: x=50.518, y=264.39
Point 2619: x=367.647, y=411.738
Point 2620: x=436.882, y=178.76
Point 2621: x=269.585, y=50.961
Point 2622: x=53.71, y=288.345
Point 2623: x=52.323, y=280.391
Point 2624: x=264.666, y=50.538
Point 2625: x=308.793, y=58.837
Point 2626: x=304.424, y=442.453
Point 2627: x=114.519, y=397.122
Point 2628: x=441.623, y=192.724
Point 2629: x=139.745, y=83.135
Point 2630: x=342.85, y=72.859
Point 2631: x=92.928, y=126.192
Point 2632: x=166.221, y=68.393
Point 2633: x=125.211, y=406.293
Point 2634: x=440.714, y=189.764
Point 2635: x=188.867, y=59.572
Point 2636: x=445.483, y=207.735
Point 2637: x=361.224, y=83.78
Point 2638: x=345.057, y=74.033
Point 2639: x=210.071, y=54.026
Point 2640: x=76.459, y=150.584
Point 2641: x=431.062, y=334.951
Point 2642: x=74.685, y=346.252
Point 2643: x=50.003, y=251.182
Point 2644: x=88.889, y=131.495
Point 2645: x=400.908, y=381.251
Point 2646: x=80.883, y=356.769
Point 2647: x=75.717, y=348.109
Point 2648: x=59.176, y=309.886
Point 2649: x=388.029, y=105.265
Point 2650: x=122.759, y=404.304
Point 2651: x=298.254, y=55.908
Point 2652: x=253.926, y=449.961
Point 2653: x=209.084, y=54.23
Point 2654: x=112.826, y=104.455
Point 2655: x=52.636, y=282.365
Point 2656: x=449.698, y=239.006
Point 2657: x=441.415, y=192.033
Point 2658: x=443.744, y=299.63
Point 2659: x=192.69, y=441.613
Point 2660: x=54.82, y=206.354
Point 2661: x=57.62, y=195.32
Point 2662: x=385.536, y=102.928
Point 2663: x=143.883, y=419.526
Point 2664: x=388.44, y=105.659
Point 2665: x=51.969, y=277.994
Point 2666: x=135.841, y=414.218
Point 2667: x=420.348, y=354.792
Point 2668: x=88.024, y=367.319
Point 2669: x=280.397, y=52.323
Point 2670: x=264.02, y=50.492
Point 2671: x=100.19, y=117.497
Point 2672: x=79.659, y=145.196
Point 2673: x=252.53, y=50.016
Point 2674: x=88.239, y=132.384
Point 2675: x=124.545, y=94.241
Point 2676: x=214.259, y=446.78
Point 2677: x=431.137, y=165.211
Point 2678: x=145.77, y=79.307
Point 2679: x=97.069, y=121.112
Point 2680: x=51.459, y=225.885
Point 2681: x=54.028, y=210.061
Point 2682: x=172.151, y=434.227
Point 2683: x=347.44, y=75.342
Point 2684: x=54.13, y=209.564
Point 2685: x=99.127, y=381.291
Point 2686: x=52.843, y=216.399
Point 2687: x=449.813, y=258.654
Point 2688: x=436.768, y=178.461
Point 2689: x=149.048, y=422.652
Point 2690: x=50.046, y=245.695
Point 2691: x=230.321, y=449.029
Point 2692: x=209.598, y=445.877
Point 2693: x=443.569, y=199.691
Point 2694: x=414.685, y=363.486
Point 2695: x=435.068, y=325.828
Point 2696: x=158.696, y=427.943
Point 2697: x=324.538, y=64.409
Point 2698: x=135.591, y=414.045
Point 2699: x=333.946, y=68.47
Point 2700: x=166.847, y=68.106
Point 2701: x=98.2, y=119.781
Point 2702: x=446.045, y=289.579
Point 2703: x=78.295, y=352.554
Point 2704: x=247.483, y=449.984
Point 2705: x=258.668, y=449.812
Point 2706: x=69.413, y=164.045
Point 2707: x=304.992, y=442.291
Point 2708: x=130.054, y=89.96
Point 2709: x=86.934, y=365.8
Point 2710: x=94.403, y=375.657
Point 2711: x=145.885, y=420.763
Point 2712: x=92.843, y=373.7
Point 2713: x=132.316, y=411.711
Point 2714: x=185.093, y=439.175
Point 2715: x=111.866, y=105.366
Point 2716: x=378.903, y=402.919
Point 2717: x=353.17, y=421.336
Point 2718: x=189.137, y=59.486
Point 2719: x=105.45, y=388.222
Point 2720: x=271.297, y=51.137
Point 2721: x=62.774, y=320.331
Point 2722: x=138.485, y=83.975
Point 2723: x=138.651, y=83.863
Point 2724: x=196.562, y=57.271
Point 2725: x=411.658, y=367.757
Point 2726: x=55.726, y=297.514
Point 2727: x=226.811, y=448.651
Point 2728: x=132.901, y=87.865
Point 2729: x=52.476, y=218.628
Point 2730: x=75.336, y=347.43
Point 2731: x=442.771, y=303.284
Point 2732: x=301.479, y=56.739
Point 2733: x=337.008, y=69.918
Point 2734: x=291.098, y=445.732
Point 2735: x=444.453, y=296.775
Point 2736: x=56.624, y=301.045
Point 2737: x=409.501, y=370.662
Point 2738: x=270.342, y=51.037
Point 2739: x=446.49, y=212.693
Point 2740: x=419.211, y=143.381
Point 2741: x=201.787, y=55.898
Point 2742: x=147.101, y=78.502
Point 2743: x=267.54, y=449.229
Point 2744: x=238.097, y=449.645
Point 2745: x=128.571, y=91.082
Point 2746: x=54.869, y=206.139
Point 2747: x=260.088, y=50.255
Point 2748: x=310.906, y=440.5
Point 2749: x=332.922, y=432.0
Point 2750: x=387.172, y=104.454
Point 2751: x=311.089, y=440.442
Point 2752: x=67.227, y=331.204
Point 2753: x=53.933, y=210.532
Point 2754: x=213.08, y=53.437
Point 2755: x=447.687, y=280.326
Point 2756: x=397.784, y=115.241
Point 2757: x=53.499, y=212.753
Point 2758: x=289.219, y=446.117
Point 2759: x=448.632, y=273.35
Point 2760: x=322.873, y=436.251
Point 2761: x=387.295, y=104.569
Point 2762: x=424.076, y=348.476
Point 2763: x=441.431, y=307.915
Point 2764: x=220.459, y=447.806
Point 2765: x=359.945, y=82.931
Point 2766: x=325.854, y=435.057
Point 2767: x=283.871, y=447.111
Point 2768: x=170.99, y=66.268
Point 2769: x=119.784, y=401.802
Point 2770: x=142.439, y=418.614
Point 2771: x=52.312, y=219.677
Point 2772: x=143.478, y=419.272
Point 2773: x=128.825, y=409.112
Point 2774: x=142.71, y=418.786
Point 2775: x=449.348, y=233.867
Point 2776: x=237.505, y=449.609
Point 2777: x=254.774, y=50.057
Point 2778: x=391.019, y=391.822
Point 2779: x=213.677, y=446.674
Point 2780: x=341.446, y=72.13
Point 2781: x=404.353, y=122.819
Point 2782: x=80.697, y=356.473
Point 2783: x=413.57, y=134.914
Point 2784: x=142.428, y=81.393
Point 2785: x=449.458, y=264.712
Point 2786: x=50.877, y=268.705
Point 2787: x=202.348, y=444.24
Point 2788: x=267.188, y=50.74
Point 2789: x=335.949, y=430.59
Point 2790: x=378.093, y=403.598
Point 2791: x=438.061, y=318.068
Point 2792: x=101.457, y=383.922
Point 2793: x=288.335, y=446.292
Point 2794: x=270.456, y=448.951
Point 2795: x=373.561, y=407.266
Point 2796: x=396.632, y=113.989
Point 2797: x=185.519, y=60.68
Point 2798: x=363.228, y=414.862
Point 2799: x=441.789, y=193.282
Point 2800: x=434.433, y=327.359
Point 2801: x=434.349, y=172.442
Point 2802: x=446.785, y=214.285
Point 2803: x=97.895, y=120.138
Point 2804: x=316.159, y=61.259
Point 2805: x=306.605, y=58.178
Point 2806: x=450.0, y=250.396
Point 2807: x=195.36, y=57.608
Point 2808: x=372.111, y=91.605
Point 2809: x=51.905, y=277.537
Point 2810: x=285.871, y=446.757
Point 2811: x=328.054, y=65.86
Point 2812: x=322.502, y=63.604
Point 2813: x=376.777, y=404.685
Point 2814: x=73.419, y=156.09
Point 2815: x=280.663, y=447.636
Point 2816: x=114.393, y=102.994
Point 2817: x=161.985, y=70.408
Point 2818: x=198.519, y=56.739
Point 2819: x=433.562, y=329.403
Point 2820: x=72.465, y=342.094
Point 2821: x=120.113, y=97.916
Point 2822: x=444.881, y=205.039
Point 2823: x=404.93, y=376.478
Point 2824: x=353.507, y=78.868
Point 2825: x=52.005, y=278.25
Point 2826: x=261.736, y=449.655
Point 2827: x=412.829, y=366.133
Point 2828: x=50.404, y=237.296
Point 2829: x=197.007, y=57.148
Point 2830: x=63.743, y=322.857
Point 2831: x=65.947, y=328.258
Point 2832: x=50.889, y=268.836
Point 2833: x=313.163, y=60.236
Point 2834: x=396.139, y=386.541
Point 2835: x=226.086, y=448.565
Point 2836: x=228.283, y=51.183
Point 2837: x=106.315, y=389.121
Point 2838: x=344.086, y=426.487
Point 2839: x=68.393, y=166.222
Point 2840: x=406.87, y=125.937
Point 2841: x=219.497, y=447.66
Point 2842: x=65.054, y=326.124
Point 2843: x=448.578, y=226.192
Point 2844: x=421.057, y=353.631
Point 2845: x=50.804, y=232.087
Point 2846: x=93.325, y=374.309
Point 2847: x=407.454, y=126.678
Point 2848: x=89.416, y=130.783
Point 2849: x=177.984, y=63.416
Point 2850: x=390.291, y=392.542
Point 2851: x=51.225, y=272.105
Point 2852: x=349.737, y=423.357
Point 2853: x=222.685, y=51.874
Point 2854: x=50.059, y=245.157
Point 2855: x=67.52, y=168.14
Point 2856: x=410.082, y=130.11
Point 2857: x=106.216, y=110.982
Point 2858: x=449.839, y=258.015
Point 2859: x=384.587, y=102.06
Point 2860: x=89.84, y=130.213
Point 2861: x=162.82, y=429.999
Point 2862: x=404.774, y=123.331
Point 2863: x=385.534, y=102.927
Point 2864: x=157.591, y=72.629
Point 2865: x=135.126, y=413.719
Point 2866: x=313.122, y=60.222
Point 2867: x=67.392, y=331.574
Point 2868: x=449.016, y=230.189
Point 2869: x=250.039, y=450.0
Point 2870: x=431.804, y=166.649
Point 2871: x=265.427, y=449.404
Point 2872: x=431.646, y=166.306
Point 2873: x=117.29, y=100.374
Point 2874: x=77.502, y=351.215
Point 2875: x=440.289, y=311.564
Point 2876: x=388.694, y=394.097
Point 2877: x=400.19, y=117.928
Point 2878: x=448.649, y=226.796
Point 2879: x=375.619, y=405.627
Point 2880: x=90.811, y=128.927
Point 2881: x=448.511, y=274.356
Point 2882: x=448.681, y=227.069
Point 2883: x=79.042, y=146.206
Point 2884: x=264.037, y=50.493
Point 2885: x=338.46, y=70.626
Point 2886: x=431.274, y=165.503
Point 2887: x=103.136, y=114.239
Point 2888: x=141.478, y=82.003
Point 2889: x=314.626, y=60.729
Point 2890: x=413.343, y=134.591
Point 2891: x=351.262, y=422.47
Point 2892: x=63.3, y=178.284
Point 2893: x=303.521, y=57.294
Point 2894: x=406.899, y=125.973
Point 2895: x=306.938, y=58.276
Point 2896: x=176.254, y=64.093
Point 2897: x=323.35, y=436.064
Point 2898: x=314.311, y=439.378
Point 2899: x=449.214, y=232.286
Point 2900: x=426.958, y=343.198
Point 2901: x=98.59, y=380.671
Point 2902: x=426.203, y=344.617
Point 2903: x=203.687, y=444.564
Point 2904: x=447.142, y=283.688
Point 2905: x=59.731, y=188.375
Point 2906: x=55.241, y=295.487
Point 2907: x=447.417, y=217.962
Point 2908: x=226.244, y=51.416
Point 2909: x=281.801, y=52.544
Point 2910: x=63.103, y=321.2
Point 2911: x=301.55, y=443.242
Point 2912: x=87.287, y=366.295
Point 2913: x=355.939, y=419.637
Point 2914: x=412.154, y=132.926
Point 2915: x=437.736, y=181.043
Point 2916: x=279.074, y=447.876
Point 2917: x=80.042, y=355.425
Point 2918: x=320.209, y=437.272
Point 2919: x=442.999, y=302.455
Point 2920: x=83.89, y=361.388
Point 2921: x=385.467, y=102.865
Point 2922: x=449.987, y=247.699
Point 2923: x=50.157, y=242.083
Point 2924: x=244.931, y=449.936
Point 2925: x=97.08, y=121.098
Point 2926: x=63.211, y=178.516
Point 2927: x=103.622, y=113.715
Point 2928: x=104.912, y=387.657
Point 2929: x=52.065, y=221.333
Point 2930: x=362.717, y=415.211
Point 2931: x=377.971, y=96.301
Point 2932: x=109.521, y=392.358
Point 2933: x=148.396, y=422.269
Point 2934: x=50.464, y=263.614
Point 2935: x=438.964, y=184.483
Point 2936: x=91.558, y=127.95
Point 2937: x=412.539, y=366.538
Point 2938: x=340.369, y=428.419
Point 2939: x=102.263, y=115.19
Point 2940: x=394.403, y=388.376
Point 2941: x=393.776, y=110.973
Point 2942: x=130.084, y=410.063
Point 2943: x=440.092, y=187.83
Point 2944: x=153.553, y=74.792
Point 2945: x=145.173, y=420.327
Point 2946: x=419.956, y=355.428
Point 2947: x=189.918, y=59.238
Point 2948: x=286.856, y=53.425
Point 2949: x=343.437, y=426.832
Point 2950: x=428.194, y=340.812
Point 2951: x=102.754, y=385.346
Point 2952: x=322.66, y=436.334
Point 2953: x=98.545, y=119.381
Point 2954: x=230.626, y=50.941
Point 2955: x=81.103, y=357.116
Point 2956: x=183.992, y=61.207
Point 2957: x=232.689, y=449.249
Point 2958: x=95.819, y=122.61
Point 2959: x=197.12, y=57.117
Point 2960: x=50.98, y=269.777
Point 2961: x=88.608, y=368.121
Point 2962: x=119.231, y=401.325
Point 2963: x=212.046, y=53.634
Point 2964: x=133.088, y=412.27
Point 2965: x=310.702, y=440.566
Point 2966: x=74.505, y=154.076
Point 2967: x=438.852, y=184.161
Point 2968: x=200.274, y=443.72
Point 2969: x=110.554, y=106.631
Point 2970: x=256.25, y=449.902
Point 2971: x=52.694, y=282.719
Point 2972: x=330.777, y=67.038
Point 2973: x=448.954, y=270.431
Point 2974: x=434.552, y=327.076
Point 2975: x=100.479, y=117.172
Point 2976: x=449.774, y=259.511
Point 2977: x=441.649, y=192.811
Point 2978: x=344.288, y=426.38
Point 2979: x=436.969, y=178.988
Point 2980: x=438.23, y=182.403
Point 2981: x=80.786, y=143.386
Point 2982: x=431.666, y=333.651
Point 2983: x=64.334, y=324.351
Point 2984: x=449.894, y=243.501
Point 2985: x=182.835, y=438.385
Point 2986: x=248.039, y=50.01
Point 2987: x=63.455, y=322.119
Point 2988: x=159.052, y=71.875
Point 2989: x=371.609, y=408.781
Point 2990: x=188.606, y=440.344
Point 2991: x=447.017, y=215.587
Point 2992: x=399.549, y=382.797
Point 2993: x=98.387, y=380.435
Point 2994: x=199.802, y=443.598
Point 2995: x=52.88, y=283.818
Point 2996: x=59.04, y=309.45
Point 2997: x=144.858, y=420.133
Point 2998: x=316.112, y=61.243
Point 2999: x=444.621, y=203.926
Point 3000: x=63.219, y=321.504
Point 3001: x=237.006, y=50.423
Point 3002: x=449.813, y=258.656
Point 3003: x=448.276, y=276.205
Point 3004: x=52.628, y=217.683
Point 3005: x=95.05, y=123.547
Point 3006: x=435.435, y=175.074
Point 3007: x=287.505, y=53.548
Point 3008: x=90.774, y=128.975
Point 3009: x=171.557, y=433.975
Point 3010: x=75.811, y=151.723
Point 3011: x=129.306, y=90.523
Point 3012: x=54.404, y=291.74
Point 3013: x=431.147, y=334.769
Point 3014: x=347.166, y=75.189
Point 3015: x=429.084, y=339.044
Point 3016: x=449.7, y=260.948
Point 3017: x=110.429, y=106.753
Point 3018: x=251.463, y=50.005
Point 3019: x=187.15, y=439.868
Point 3020: x=175.253, y=64.493
Point 3021: x=72.082, y=341.351
Point 3022: x=445.059, y=205.817
Point 3023: x=448.69, y=227.146
Point 3024: x=98.135, y=380.142
Point 3025: x=98.279, y=119.69
Point 3026: x=53.552, y=287.525
Point 3027: x=311.76, y=59.774
Point 3028: x=449.715, y=260.682
Point 3029: x=51.23, y=272.143
Point 3030: x=53.905, y=289.331
Point 3031: x=205.266, y=55.067
Point 3032: x=343.109, y=72.995
Point 3033: x=354.645, y=420.439
Point 3034: x=56.38, y=199.886
Point 3035: x=308.335, y=58.696
Point 3036: x=110.723, y=393.533
Point 3037: x=448.874, y=228.807
Point 3038: x=170.586, y=66.442
Point 3039: x=71.003, y=339.22
Point 3040: x=338.746, y=429.232
Point 3041: x=276.309, y=51.738
Point 3042: x=375.481, y=94.262
Point 3043: x=65.54, y=327.296
Point 3044: x=343.543, y=426.776
Point 3045: x=442.257, y=194.89
Point 3046: x=135.241, y=413.8
Point 3047: x=446.668, y=286.357
Point 3048: x=209.59, y=445.875
Point 3049: x=351.333, y=77.571
Point 3050: x=333.675, y=68.345
Point 3051: x=122.343, y=403.96
Point 3052: x=159.522, y=428.364
Point 3053: x=73.712, y=344.459
Point 3054: x=96.198, y=122.152
Point 3055: x=210.557, y=446.072
Point 3056: x=448.378, y=275.416
Point 3057: x=298.092, y=55.868
Point 3058: x=315.227, y=60.935
Point 3059: x=308.132, y=58.635
Point 3060: x=436.031, y=323.434
Point 3061: x=207.96, y=445.532
Point 3062: x=305.888, y=442.033
Point 3063: x=333.479, y=431.745
Point 3064: x=55.873, y=201.888
Point 3065: x=50.58, y=234.781
Point 3066: x=288.114, y=53.665
Point 3067: x=55.768, y=297.686
Point 3068: x=54.338, y=208.571
Point 3069: x=207.654, y=54.534
Point 3070: x=156.282, y=73.317
Point 3071: x=67.854, y=167.4
Point 3072: x=286.093, y=53.284
Point 3073: x=78.639, y=353.129
Point 3074: x=202.219, y=55.792
Point 3075: x=63.022, y=320.988
Point 3076: x=441.869, y=193.554
Point 3077: x=342.921, y=72.896
Point 3078: x=257.24, y=449.869
Point 3079: x=386.465, y=396.21
Point 3080: x=88.786, y=368.364
Point 3081: x=432.708, y=331.349
Point 3082: x=348.918, y=423.826
Point 3083: x=165.114, y=431.092
Point 3084: x=347.549, y=424.597
Point 3085: x=449.931, y=255.235
Point 3086: x=126.685, y=407.459
Point 3087: x=353.631, y=78.943
Point 3088: x=423.359, y=150.267
Point 3089: x=81.691, y=358.038
Point 3090: x=52.573, y=218.022
Point 3091: x=237.109, y=50.416
Point 3092: x=149.223, y=77.246
Point 3093: x=437.771, y=318.863
Point 3094: x=118.438, y=400.637
Point 3095: x=164.931, y=431.006
Point 3096: x=330.709, y=67.008
Point 3097: x=234.357, y=449.387
Point 3098: x=63.732, y=177.169
Point 3099: x=235.796, y=50.505
Point 3100: x=408.127, y=372.458
Point 3101: x=77.603, y=148.613
Point 3102: x=337.137, y=69.98
Point 3103: x=77.985, y=147.967
Point 3104: x=69.528, y=163.803
Point 3105: x=95.29, y=376.747
Point 3106: x=56.235, y=200.45
Point 3107: x=296.848, y=444.436
Point 3108: x=172.045, y=65.818
Point 3109: x=448.544, y=274.092
Point 3110: x=169.099, y=432.907
Point 3111: x=308.356, y=441.297
Point 3112: x=124.051, y=405.36
Point 3113: x=431.657, y=333.67
Point 3114: x=444.279, y=202.508
Point 3115: x=70.656, y=161.48
Point 3116: x=415.688, y=137.985
Point 3117: x=293.824, y=54.86
Point 3118: x=200.785, y=56.15
Point 3119: x=388.588, y=105.801
Point 3120: x=424.791, y=152.798
Point 3121: x=64.023, y=323.569
Point 3122: x=377.632, y=403.981
Point 3123: x=214.423, y=446.81
Point 3124: x=443.414, y=199.097
Point 3125: x=404.608, y=123.129
Point 3126: x=396.315, y=113.648
Point 3127: x=118.446, y=99.356
Point 3128: x=284.46, y=52.991
Point 3129: x=448.269, y=223.746
Point 3130: x=104.185, y=386.886
Point 3131: x=134.738, y=86.554
Point 3132: x=74.732, y=153.661
Point 3133: x=208.488, y=445.644
Point 3134: x=144.786, y=79.912
Point 3135: x=218.94, y=447.574
Point 3136: x=157.115, y=72.878
Point 3137: x=442.945, y=302.651
Point 3138: x=390.864, y=108.023
Point 3139: x=437.228, y=179.675
Point 3140: x=323.786, y=435.892
Point 3141: x=222.582, y=51.888
Point 3142: x=404.957, y=376.445
Point 3143: x=51.521, y=225.384
Point 3144: x=267.009, y=449.275
Point 3145: x=195.521, y=442.437
Point 3146: x=146.927, y=78.606
Point 3147: x=194.941, y=57.728
Point 3148: x=206.373, y=54.816
Point 3149: x=162.379, y=70.215
Point 3150: x=54.278, y=291.144
Point 3151: x=394.972, y=112.22
Point 3152: x=293.777, y=445.15
Point 3153: x=380.449, y=401.602
Point 3154: x=57.745, y=194.88
Point 3155: x=318.496, y=62.095
Point 3156: x=447.146, y=216.332
Point 3157: x=448.138, y=277.228
Point 3158: x=378.545, y=96.781
Point 3159: x=222.61, y=448.116
Point 3160: x=251.617, y=50.007
Point 3161: x=436.17, y=176.92
Point 3162: x=119.892, y=98.106
